accuracy,precision,recall,f1
0.8008100558659218,0.8005366485970572,0.8004002262577643,0.8004004092093396
0.7979608938547486,0.7973042970815926,0.7975448473866428,0.7974059918626691
0.7961731843575419,0.7956532770401874,0.7957460998076386,0.7956334502371365
0.8033519553072626,0.8026913851347381,0.8029559835433492,0.8028160453192221
0.7973463687150838,0.7968710728156777,0.796920755877947,0.7968355383196196
