accuracy,precision,recall,f1
0.8147206703910614,0.8132313176625742,0.8143689138497434,0.8135768421207024
0.8152793296089386,0.8152749723571304,0.814951311033338,0.8149554765012401
0.8191061452513967,0.8185587779438528,0.8187370513801911,0.8186349875101779
0.8153631284916201,0.814858556714756,0.8149555372421409,0.8148310688606712
0.8164804469273743,0.8154660028322547,0.8160653499368683,0.8156684425464773
